r_m,cpu_pressure_pa,cpu_mach,tadmor_pressure_pa,tadmor_mach,kurganov_pressure_pa,kurganov_mach,hlle_pressure_pa,hlle_mach,hllc_pressure_pa,hllc_mach,roe_pressure_pa,roe_mach,hllem_pressure_pa,hllem_mach,hllc_adc_pressure_pa,hllc_adc_mach,slau2_pressure_pa,slau2_mach,slau2_2_pressure_pa,slau2_2_mach
0.0015460209205,88186.5542097,3.02732689160338,86787.60420922,2.9589598574934,83478.557371585,3.02390385120431,83472.289436075,3.02423580231074,83581.654713901,3.03310736783306,83430.932698121,3.03155417214079,83208.085446307,3.05247993135863,83646.787049314,3.03218040252803,72853.100772053,3.09778330422812,73181.029982099,3.08992858687779
0.00170052301255,88180.3150473,3.02733009330379,86785.124192507,2.95900771841169,83477.810484124,3.02390955518912,83471.577404124,3.02424162327126,83580.667078232,3.03311005631532,83430.210437879,3.03152653793899,83204.372074628,3.05260556495192,83645.66938861,3.03217339154537,72852.098598773,3.09780325633436,73183.573546824,3.08985088354062
0.0018550251046,88174.075885,3.02733395406163,86782.644175795,2.95905694093168,83477.063596663,3.02391662197883,83470.865372174,3.02424880719831,83579.679442563,3.03311407240002,83429.488177636,3.0315002646456,83200.658702949,3.05273256472623,83644.551727907,3.03216772008671,72851.096425493,3.09782370105673,73186.117111548,3.0897737099318
0.00200952719665,88167.8367226,3.02733847390154,86780.164159082,2.95910752507249,83476.316709202,3.02392505156364,83470.153340223,3.02425735408253,83578.691806894,3.03311941606949,83428.765917394,3.0314753522087,83196.94533127,3.05286093083193,83643.434067204,3.03216338812716,72850.094252212,3.09784463840481,73188.660676272,3.08969706600746
0.0021640292887,88161.5975603,3.02734365280361,86777.684142369,2.95915947085132,83475.569821741,3.02393484393162,83469.441308272,3.02426726391254,83577.704171225,3.03312608730385,83428.043657151,3.03145180057468,83193.231959591,3.0529906634174,83642.316406501,3.03216039563963,72849.092078932,3.0978660683887,73191.204240997,3.08962095172313
0.00231853138075,88162.7928409,3.02734229443037,86829.946526506,2.95900623486462,83526.442559725,3.02378156965995,83520.307051285,3.02411389345549,83629.058867442,3.03263986716692,83478.999716666,3.03099653284759,83244.798097473,3.05247500936972,83693.826984065,3.03162146507837,73175.934609282,3.09491902914538,73511.863627442,3.08685739189962
0.0024730334728,88175.2839839,3.02733064501378,86965.354046054,2.95854102927625,83655.713565557,3.02338019024342,83649.507389818,3.02371209253798,83759.925707397,3.03140555316105,83608.434995458,3.02988654800187,83380.352272179,3.05097810704,83825.282917599,3.03026880534185,74000.67040322,3.08752829955417,74315.747993235,3.08005714358724
0.00262753556485,88187.775127,3.02731960227046,87100.761565603,2.95807763918502,83784.98457139,3.02298049681991,83778.707728352,3.02331197878178,83890.792547352,3.03017382227187,83737.87027425,3.02877875162284,83515.906446885,3.04948456927718,83956.738851132,3.02891848430109,74825.406197158,3.08022625082546,75119.632359027,3.07332908473261
0.0027820376569,88200.26627,3.02730916622958,87236.169085151,2.95761605859832,83914.255577223,3.02258248401669,83907.908066886,3.02291354681105,84021.659387308,3.02894466544712,83867.305553042,3.02767313645412,83651.46062159,3.04799438322598,84088.194784665,3.02757049404431,75650.141991095,3.07301016520773,75923.51672482,3.06667105677598
0.00293653974895,88212.7574131,3.02729933690372,87371.5766047,2.95715628155857,84043.526583056,3.02218614649177,84037.10840542,3.02251679128176,84152.526227263,3.0277180736889,83996.740831834,3.02656969528375,83787.014796296,3.04650753611052,84219.650718198,3.02622482670932,76474.877785033,3.06587743682099,76727.401090612,3.06008098807524
